Currency,Strike,Total_GEX,Total_Abs_Gamma,Daily_Call_Settle,Daily_Call_OI,Daily_Put_Settle,Daily_Put_OI,Global_Call_OI,Global_Put_OI,R68_High,R68_Low,R95_High,R95_Low,Global_Month,Daily_Month,Daily_Expiry,Global_Expiry,Futures_Spot,Gamma_Flip,Gamma_Flip_Status,Quality_Status,Quality_Reasons,Series_Catalog_Version,Spot_Source,Spot_Reference_Month,Spot_Month_Sources,Spot_Observed_Values,Spot_Fallback_Details,IV_Source,IV_Expiry,IV_DTE,IV_Input_Rows,IV_Reference_Strike,IV_Fallback_Reason,Input_Rows,Used_Rows,Excluded_Unknown_Rows,Excluded_Unresolved_Expiry_Rows,Excluded_Expired_Rows,Unknown_Option_Types,Estimated_Expiry_Types,Anomaly_Status,Anomaly_Codes,Anomaly_Details,Anomaly_Baseline_Date
XAU,5750.0,820360.0728710401,4.1658000668202435,0.0,0.0,0.0,0.0,0.0,0.0,4410.775418478062,4323.224581521938,4454.550836956125,4279.449163043875,DEC26,AUG26,2026-08-14,2026-11-23,4367.0,4024.4222337782235,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,SEP26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY;AUG27=SERIES_FORWARD_CLUSTER;FEB28=SERIES_FORWARD_CLUSTER,SEP26=4367.1;AUG26=4367;OCT26=4367.1;OCT27=4896.8;DEC26=4400.1;NOV26=4399;JAN27=4436.4;JUN27=4500.6;FEB27=4437.65;DEC27=4620.2;APR27=4467.9;MAR27=4469.15;MAY27=4498.2;DEC28=5421.1;JAN28=5683.5;AUG27=4828;FEB28=3892.8,DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-19,7,69,0.0,NONE,5557,5258,0,0,299,NONE,MMG,OK,NONE,NONE,2026-08-07
XAU,5760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4410.775418478062,4323.224581521938,4454.550836956125,4279.449163043875,DEC26,AUG26,2026-08-14,2026-11-23,4367.0,4024.4222337782235,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,SEP26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY;AUG27=SERIES_FORWARD_CLUSTER;FEB28=SERIES_FORWARD_CLUSTER,SEP26=4367.1;AUG26=4367;OCT26=4367.1;OCT27=4896.8;DEC26=4400.1;NOV26=4399;JAN27=4436.4;JUN27=4500.6;FEB27=4437.65;DEC27=4620.2;APR27=4467.9;MAR27=4469.15;MAY27=4498.2;DEC28=5421.1;JAN28=5683.5;AUG27=4828;FEB28=3892.8,DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-19,7,69,0.0,NONE,5557,5258,0,0,299,NONE,MMG,OK,NONE,NONE,2026-08-07
XAU,5770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4410.775418478062,4323.224581521938,4454.550836956125,4279.449163043875,DEC26,AUG26,2026-08-14,2026-11-23,4367.0,4024.4222337782235,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,SEP26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY;AUG27=SERIES_FORWARD_CLUSTER;FEB28=SERIES_FORWARD_CLUSTER,SEP26=4367.1;AUG26=4367;OCT26=4367.1;OCT27=4896.8;DEC26=4400.1;NOV26=4399;JAN27=4436.4;JUN27=4500.6;FEB27=4437.65;DEC27=4620.2;APR27=4467.9;MAR27=4469.15;MAY27=4498.2;DEC28=5421.1;JAN28=5683.5;AUG27=4828;FEB28=3892.8,DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-19,7,69,0.0,NONE,5557,5258,0,0,299,NONE,MMG,OK,NONE,NONE,2026-08-07
XAU,5775.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4410.775418478062,4323.224581521938,4454.550836956125,4279.449163043875,DEC26,AUG26,2026-08-14,2026-11-23,4367.0,4024.4222337782235,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,SEP26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY;AUG27=SERIES_FORWARD_CLUSTER;FEB28=SERIES_FORWARD_CLUSTER,SEP26=4367.1;AUG26=4367;OCT26=4367.1;OCT27=4896.8;DEC26=4400.1;NOV26=4399;JAN27=4436.4;JUN27=4500.6;FEB27=4437.65;DEC27=4620.2;APR27=4467.9;MAR27=4469.15;MAY27=4498.2;DEC28=5421.1;JAN28=5683.5;AUG27=4828;FEB28=3892.8,DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-19,7,69,0.0,NONE,5557,5258,0,0,299,NONE,MMG,OK,NONE,NONE,2026-08-07
XAU,5780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4410.775418478062,4323.224581521938,4454.550836956125,4279.449163043875,DEC26,AUG26,2026-08-14,2026-11-23,4367.0,4024.4222337782235,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,SEP26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY;AUG27=SERIES_FORWARD_CLUSTER;FEB28=SERIES_FORWARD_CLUSTER,SEP26=4367.1;AUG26=4367;OCT26=4367.1;OCT27=4896.8;DEC26=4400.1;NOV26=4399;JAN27=4436.4;JUN27=4500.6;FEB27=4437.65;DEC27=4620.2;APR27=4467.9;MAR27=4469.15;MAY27=4498.2;DEC28=5421.1;JAN28=5683.5;AUG27=4828;FEB28=3892.8,DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-19,7,69,0.0,NONE,5557,5258,0,0,299,NONE,MMG,OK,NONE,NONE,2026-08-07
XAU,5790.0,189320.74479392252,0.9478690475128208,0.0,0.0,0.0,0.0,0.0,0.0,4410.775418478062,4323.224581521938,4454.550836956125,4279.449163043875,DEC26,AUG26,2026-08-14,2026-11-23,4367.0,4024.4222337782235,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,SEP26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY;AUG27=SERIES_FORWARD_CLUSTER;FEB28=SERIES_FORWARD_CLUSTER,SEP26=4367.1;AUG26=4367;OCT26=4367.1;OCT27=4896.8;DEC26=4400.1;NOV26=4399;JAN27=4436.4;JUN27=4500.6;FEB27=4437.65;DEC27=4620.2;APR27=4467.9;MAR27=4469.15;MAY27=4498.2;DEC28=5421.1;JAN28=5683.5;AUG27=4828;FEB28=3892.8,DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-19,7,69,0.0,NONE,5557,5258,0,0,299,NONE,MMG,OK,NONE,NONE,2026-08-07
XAU,5800.0,1273370.926974154,6.036929959212123,0.0,0.0,0.0,0.0,0.0,0.0,4410.775418478062,4323.224581521938,4454.550836956125,4279.449163043875,DEC26,AUG26,2026-08-14,2026-11-23,4367.0,4024.4222337782235,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,SEP26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY;AUG27=SERIES_FORWARD_CLUSTER;FEB28=SERIES_FORWARD_CLUSTER,SEP26=4367.1;AUG26=4367;OCT26=4367.1;OCT27=4896.8;DEC26=4400.1;NOV26=4399;JAN27=4436.4;JUN27=4500.6;FEB27=4437.65;DEC27=4620.2;APR27=4467.9;MAR27=4469.15;MAY27=4498.2;DEC28=5421.1;JAN28=5683.5;AUG27=4828;FEB28=3892.8,DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-19,7,69,0.0,NONE,5557,5258,0,0,299,NONE,MMG,OK,NONE,NONE,2026-08-07
XAU,5810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4410.775418478062,4323.224581521938,4454.550836956125,4279.449163043875,DEC26,AUG26,2026-08-14,2026-11-23,4367.0,4024.4222337782235,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,SEP26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY;AUG27=SERIES_FORWARD_CLUSTER;FEB28=SERIES_FORWARD_CLUSTER,SEP26=4367.1;AUG26=4367;OCT26=4367.1;OCT27=4896.8;DEC26=4400.1;NOV26=4399;JAN27=4436.4;JUN27=4500.6;FEB27=4437.65;DEC27=4620.2;APR27=4467.9;MAR27=4469.15;MAY27=4498.2;DEC28=5421.1;JAN28=5683.5;AUG27=4828;FEB28=3892.8,DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-19,7,69,0.0,NONE,5557,5258,0,0,299,NONE,MMG,OK,NONE,NONE,2026-08-07
XAU,5820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4410.775418478062,4323.224581521938,4454.550836956125,4279.449163043875,DEC26,AUG26,2026-08-14,2026-11-23,4367.0,4024.4222337782235,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,SEP26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY;AUG27=SERIES_FORWARD_CLUSTER;FEB28=SERIES_FORWARD_CLUSTER,SEP26=4367.1;AUG26=4367;OCT26=4367.1;OCT27=4896.8;DEC26=4400.1;NOV26=4399;JAN27=4436.4;JUN27=4500.6;FEB27=4437.65;DEC27=4620.2;APR27=4467.9;MAR27=4469.15;MAY27=4498.2;DEC28=5421.1;JAN28=5683.5;AUG27=4828;FEB28=3892.8,DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-19,7,69,0.0,NONE,5557,5258,0,0,299,NONE,MMG,OK,NONE,NONE,2026-08-07
XAU,5825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4410.775418478062,4323.224581521938,4454.550836956125,4279.449163043875,DEC26,AUG26,2026-08-14,2026-11-23,4367.0,4024.4222337782235,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,SEP26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY;AUG27=SERIES_FORWARD_CLUSTER;FEB28=SERIES_FORWARD_CLUSTER,SEP26=4367.1;AUG26=4367;OCT26=4367.1;OCT27=4896.8;DEC26=4400.1;NOV26=4399;JAN27=4436.4;JUN27=4500.6;FEB27=4437.65;DEC27=4620.2;APR27=4467.9;MAR27=4469.15;MAY27=4498.2;DEC28=5421.1;JAN28=5683.5;AUG27=4828;FEB28=3892.8,DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-19,7,69,0.0,NONE,5557,5258,0,0,299,NONE,MMG,OK,NONE,NONE,2026-08-07
XAU,5850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4410.775418478062,4323.224581521938,4454.550836956125,4279.449163043875,DEC26,AUG26,2026-08-14,2026-11-23,4367.0,4024.4222337782235,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,SEP26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY;AUG27=SERIES_FORWARD_CLUSTER;FEB28=SERIES_FORWARD_CLUSTER,SEP26=4367.1;AUG26=4367;OCT26=4367.1;OCT27=4896.8;DEC26=4400.1;NOV26=4399;JAN27=4436.4;JUN27=4500.6;FEB27=4437.65;DEC27=4620.2;APR27=4467.9;MAR27=4469.15;MAY27=4498.2;DEC28=5421.1;JAN28=5683.5;AUG27=4828;FEB28=3892.8,DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-19,7,69,0.0,NONE,5557,5258,0,0,299,NONE,MMG,OK,NONE,NONE,2026-08-07
XAU,5875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4410.775418478062,4323.224581521938,4454.550836956125,4279.449163043875,DEC26,AUG26,2026-08-14,2026-11-23,4367.0,4024.4222337782235,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,SEP26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY;AUG27=SERIES_FORWARD_CLUSTER;FEB28=SERIES_FORWARD_CLUSTER,SEP26=4367.1;AUG26=4367;OCT26=4367.1;OCT27=4896.8;DEC26=4400.1;NOV26=4399;JAN27=4436.4;JUN27=4500.6;FEB27=4437.65;DEC27=4620.2;APR27=4467.9;MAR27=4469.15;MAY27=4498.2;DEC28=5421.1;JAN28=5683.5;AUG27=4828;FEB28=3892.8,DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-19,7,69,0.0,NONE,5557,5258,0,0,299,NONE,MMG,OK,NONE,NONE,2026-08-07
XAU,5880.0,-395168.15918670036,7.788392132278406,0.0,0.0,0.0,0.0,0.0,0.0,4410.775418478062,4323.224581521938,4454.550836956125,4279.449163043875,DEC26,AUG26,2026-08-14,2026-11-23,4367.0,4024.4222337782235,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,SEP26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY;AUG27=SERIES_FORWARD_CLUSTER;FEB28=SERIES_FORWARD_CLUSTER,SEP26=4367.1;AUG26=4367;OCT26=4367.1;OCT27=4896.8;DEC26=4400.1;NOV26=4399;JAN27=4436.4;JUN27=4500.6;FEB27=4437.65;DEC27=4620.2;APR27=4467.9;MAR27=4469.15;MAY27=4498.2;DEC28=5421.1;JAN28=5683.5;AUG27=4828;FEB28=3892.8,DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-19,7,69,0.0,NONE,5557,5258,0,0,299,NONE,MMG,OK,NONE,NONE,2026-08-07
XAU,5900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4410.775418478062,4323.224581521938,4454.550836956125,4279.449163043875,DEC26,AUG26,2026-08-14,2026-11-23,4367.0,4024.4222337782235,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,SEP26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY;AUG27=SERIES_FORWARD_CLUSTER;FEB28=SERIES_FORWARD_CLUSTER,SEP26=4367.1;AUG26=4367;OCT26=4367.1;OCT27=4896.8;DEC26=4400.1;NOV26=4399;JAN27=4436.4;JUN27=4500.6;FEB27=4437.65;DEC27=4620.2;APR27=4467.9;MAR27=4469.15;MAY27=4498.2;DEC28=5421.1;JAN28=5683.5;AUG27=4828;FEB28=3892.8,DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-19,7,69,0.0,NONE,5557,5258,0,0,299,NONE,MMG,OK,NONE,NONE,2026-08-07
XAU,5925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4410.775418478062,4323.224581521938,4454.550836956125,4279.449163043875,DEC26,AUG26,2026-08-14,2026-11-23,4367.0,4024.4222337782235,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,SEP26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY;AUG27=SERIES_FORWARD_CLUSTER;FEB28=SERIES_FORWARD_CLUSTER,SEP26=4367.1;AUG26=4367;OCT26=4367.1;OCT27=4896.8;DEC26=4400.1;NOV26=4399;JAN27=4436.4;JUN27=4500.6;FEB27=4437.65;DEC27=4620.2;APR27=4467.9;MAR27=4469.15;MAY27=4498.2;DEC28=5421.1;JAN28=5683.5;AUG27=4828;FEB28=3892.8,DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-19,7,69,0.0,NONE,5557,5258,0,0,299,NONE,MMG,OK,NONE,NONE,2026-08-07
XAU,5950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4410.775418478062,4323.224581521938,4454.550836956125,4279.449163043875,DEC26,AUG26,2026-08-14,2026-11-23,4367.0,4024.4222337782235,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,SEP26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY;AUG27=SERIES_FORWARD_CLUSTER;FEB28=SERIES_FORWARD_CLUSTER,SEP26=4367.1;AUG26=4367;OCT26=4367.1;OCT27=4896.8;DEC26=4400.1;NOV26=4399;JAN27=4436.4;JUN27=4500.6;FEB27=4437.65;DEC27=4620.2;APR27=4467.9;MAR27=4469.15;MAY27=4498.2;DEC28=5421.1;JAN28=5683.5;AUG27=4828;FEB28=3892.8,DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-19,7,69,0.0,NONE,5557,5258,0,0,299,NONE,MMG,OK,NONE,NONE,2026-08-07
